INFO,Title,Monogenic Diabetes (MD) Data Dictionary,,,,,,,,,
INFO,Name,,,,,,,,,,
INFO,Release Notes,,,,,,,,,,
INFO,License,Creative Commons Attribution-NonCommercial 4.0 International License (https://creativecommons.org/licenses/by-nc/4.0/),,,,,,,,,
INFO,D4CG Data Modeling Wiki,https://docs.pedscommons.org/,,,,,,,,,
INFO,Disease Consortium Information,https://commons.cri.uchicago.edu/pcdc/,,,,,,,,,
INFO,Description,The MD data dictionary is a consensus data schema built by an international group of monogenic diabetes experts and maintained by Data for the Common Good (D4CG) at the University of Chicago in collaboration with the PREDICT Consortium. It is based on the collective requirements of its contributors.,,,,,,,,,
INFO,Total Variables,,,,,,,,,,
,,,,,,,,,,,
RowType,VariableName,DataType,Tier,VariableDescription,VariableCode,PermissibleValue,ValueDescription,ValueCode,ImplementationNotes,Mappings,Modeling notes (Will be ignored in processing)
VD,RELATION_HONEST_BROKER_SUBJECT_ID,String,"1 - contributors must include, regardless of the resource cost",The honest broker subject ID of this family member (if also a subject in the data commons),,_undefined_,_undefined_,_undefined_,,,
VD,RELATION,Enum,"1 - contributors must include, regardless of the resource cost",The relation of this family member to the patient.,,_undefined_,_undefined_,_undefined_,,,
PD,,,,,,Father,,,,,
PD,,,,,,Mother,,,,,
PD,,,,,,Son,,,,,
PD,,,,,,Daughter,,,,,
PD,,,,,,Brother,,,,,
PD,,,,,,Sister,,,,,
PD,,,,,,Spouse/Partner,,,,,
PD,,,,,,Grandfather (Paternal),,,,,
PD,,,,,,Grandfather (Maternal),,,,,
PD,,,,,,Grandmother (paternal),,,,,
PD,,,,,,Grandmother (maternal),,,,,
PD,,,,,,Uncle (paternal),,,,,
PD,,,,,,Uncle (maternal),,,,,
PD,,,,,,Aunt (paternal),,,,,
PD,,,,,,Aunt (maternal),,,,,
PD,,,,,,Niece,,,,,
PD,,,,,,Nephew,,,,,
PD,,,,,,First cousin (paternal),,,,,
PD,,,,,,First cousin (maternal),,,,,
PD,,,,,,First cousin (pat/mat unknown),,,,,
PD,,,,,,Great-grandfather (paternal),,,,,
PD,,,,,,Great-grandfather (maternal),,,,,
PD,,,,,,Great-grandmother (paternal),,,,,
PD,,,,,,Great-grandmother (maternal),,,,,
PD,,,,,,Great-uncle (paternal),,,,,
PD,,,,,,Great-uncle (maternal),,,,,
PD,,,,,,Great-aunt (paternal),,,,,
PD,,,,,,Great-aunt (maternal),,,,,
PD,,,,,,Other,,,,,
VD,CONDITION,Enum,"3 - contributors shouldn't prioritize inclusion, but can include if resources are available",The relevant condition from the family member's medical history.,,_undefined_,_undefined_,_undefined_,ConsortiumNotes: Only report diabetes-related conditions. Omit any other conditions from family members.,,
PD,,,,,,Prediabetes,,,,,
PD,,,,,,Type 1 Diabetes,,,,,
PD,,,,,,Type 2 Diabetes,,,,,
PD,,,,,,Monogenic Diabetes,,,,,
PD,,,,,,Gestational Diabetes,,,,,
PD,,,,,,"Diabetes, NOS",,,,,
VD,SOURCE,Enum,2 - contributors should priotritize inclusion if resources are available,The source used to determine the family member's condition.,,_undefined_,_undefined_,_undefined_,,,
PD,,,,,,Confirmed by genetic test,,,,,
PD,,,,,,Clinical diagnosis only,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
DD,Demographics,,,,,,,,,,
TD,Demographics,,,,,,,,,,
TG,One row per subject,,,,,,,,,,
VD,HONEST_BROKER_SUBJECT_ID,String,"1 - contributors must include, regardless of the resource cost","The identifier assigned to the subject by the honest broker--an individual, organization or system acting for, or on behalf of, a covered entity to collect and provide health information to research investigators in such a manner whereby it would not be reasonably possible for the investigators or others to identify the corresponding patients-subjects directly or indirectly. The honest broker cannot be one of the investigators. The information provided to the investigators by the honest broker may incorporate linkage codes to permit information collation and/or subsequent inquiries (i.e., a ""re-identification code""), however the information linking this re-identification code to the patient's identity must be retained by the honest broker and subsequent inquiries are conducted through the honest broker. (Source: NCI Thersaurus)",,_undefined_,_undefined_,_undefined_,,,
VD,SEX,Enum,"1 - contributors must include, regardless of the resource cost",The biological sex of the subject assigned at birth.,,_undefined_,_undefined_,_undefined_,,,
PD,,,,,,Male,,,,,
PD,,,,,,Female,,,,,
PD,,,,,,Undifferentiated,,,,,
VD,ETHNICITY,Enum,"1 - contributors must include, regardless of the resource cost",The ethnicity of the subject.,,_undefined_,_undefined_,_undefined_,,,
PD,,,,,,Hispanic or Latino,,,,,
PD,,,,,,Not Hispanic or Latino,,,,,
PD,,,,,,Unknown,,,,,
PD,,,,,,Not Reported,,,,,
VD,RACE,Enum,"1 - contributors must include, regardless of the resource cost",The race of the subject.,,_undefined_,_undefined_,_undefined_,,,
PD,,,,,,American Indian or Alaska Native,"A person having origins in any of the original peoples of North and South America (including Central America), and who maintain tribal affiliation or community attachment",,,,
PD,,,,,,Asian,"A person having origins in any of the original peoples of the Far East, Southeast Asia, or the Indian subcontinent including, for example, Cambodia, China, India, Japan, Korea, Malaysia, Pakistan, the Philippine Islands, Thailand, and Vietnam",,,,
PD,,,,,,Black or African American,A person having origins in any of the black racial groups of Africa,,,,
PD,,,,,,Native Hawaiian or other Pacific Islander,"A person having origins in any of the original peoples of Hawaii, Guam, Samoa, or other Pacific Islands",,,,
PD,,,,,,White,"A person having origins in any of the original peoples of Europe, the Middle East, or North Africa",,,,
PD,,,,,,Unknown,,,,,
PD,,,,,,Not Reported,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
DD,Demographics,,,,,,,,,,
TD,Medical History,,,,,,,,,,
TG,One row per subject per condition,,,,,,,,,,
VD,HONEST_BROKER_SUBJECT_ID,String,"1 - contributors must include, regardless of the resource cost","The identifier assigned to the subject by the honest broker--an individual, organization or system acting for, or on behalf of, a covered entity to collect and provide health information to research investigators in such a manner whereby it would not be reasonably possible for the investigators or others to identify the corresponding patients-subjects directly or indirectly. The honest broker cannot be one of the investigators. The information provided to the investigators by the honest broker may incorporate linkage codes to permit information collation and/or subsequent inquiries (i.e., a ""re-identification code""), however the information linking this re-identification code to the patient's identity must be retained by the honest broker and subsequent inquiries are conducted through the honest broker. (Source: NCI Thersaurus)",,_undefined_,_undefined_,_undefined_,,,
VD,AGE_AT,Decimal,"1 - contributors must include, regardless of the resource cost",The age of the subject at diagnosis for the condition.,,_undefined_,_undefined_,_undefined_,,,
VD,AGE_UNIT,Enum,"1 - contributors must include, regardless of the resource cost",The unit of the age of the subject at diagnosis for the condition.,,_undefined_,_undefined_,_undefined_,,,
PD,,,,,,Years,,,,,
PD,,,,,,Months,,,,,
PD,,,,,,Weeks,,,,,
PD,,,,,,Days,,,,,
VD,AGE_PRECISION,Enum,"1 - contributors must include, regardless of the resource cost",The precision of the of the age of the subject at diganosis for the condition,,_undefined_,_undefined_,_undefined_,,,
PD,,,,,,Approximate,,,,,
PD,,,,,,Exact,,,,,
VD,CONDITION,Enum,2 - contributors should priotritize inclusion if resources are available,The subject's reported medical/social conditions.,,_undefined_,_undefined_,_undefined_,,,
PD,,,,,,"Abnormal kidney shape, size, or number",,,,,
PD,,,,,,Absent or missing pancreas,,,,,
PD,,,,,,Behavioral Difficulties,,,,,
PD,,,,,,Congenital Heart Defect,,,,,
PD,,,,,,Coronary artery disease,,,,,
PD,,,,,,Difficulty with social interactions,,,,,
PD,,,,,,Elevated liver enzymes / LFTs,,,,,
PD,,,,,,Fatty liver,,,,,
PD,,,,,,Genitourinary developmental malformation or abnormality,,,,,
PD,,,,,,Gestational Diabetes,,,,,
PD,,,,,,Hepatomegaly,,,,,
PD,,,,,,"High cholesterol, NOS",,,,,
PD,,,,,,High frequency hearing loss,,,,,
PD,,,,,,High LDL,,,,,
PD,,,,,,High total cholesterol,,,,,
PD,,,,,,High triglycerides,,,,,
PD,,,,,,Hypertension,,,,,
PD,,,,,,Hypoglycemia in infancy,,,,,
PD,,,,,,Intrauterine Growth Restriction,,,,,
PD,,,,,,Liver Adenoma,,,,,
PD,,,,,,Low frequency hearing loss,,,,,
PD,,,,,,Low HDL,,,,,
PD,,,,,,Macroglossia,,,,,
PD,,,,,,Nephropathy,,,,,
PD,,,,,,Peripheral artery disease,,,,,
PD,,,,,,Peripheral neuropathy,,,,,
PD,,,,,,Polycystic kidney disease,,,,,
PD,,,,,,Proteinuria,,,,,
PD,,,,,,Renal cyst,,,,,
PD,,,,,,Retinopathy,,,,,
PD,,,,,,Small for Gestational Age,,,,,
PD,,,,,,Small pancreas,,,,,
PD,,,,,,Stroke,,,,,
PD,,,,,,Umbilical Hernia,,,,,
PD,,,,,,Other,,,"Only select ""Other"" if the condition is not related to the provided list (which are designated as ""of interest"" by the PREDICT group).",,
VD,CONDITION_OTHER,String,2 - contributors should priotritize inclusion if resources are available,"Specify the ""Other"" CONDITION.",,_undefined_,_undefined_,_undefined_,,,
VD,CONDITION_CODE,String,"3 - contributors shouldn't prioritize inclusion, but can include if resources are available",The code that describes the condition.,,_undefined_,_undefined_,_undefined_,"If you have a more specific form of a condition listed above, select the condition from the list and use this field to provide the more specific coded value. Do not use the ""Other"" value.",,
VD,CODE_SYSTEM,String,"3 - contributors shouldn't prioritize inclusion, but can include if resources are available",The code system used to define the CONDITION_CODE.,,_undefined_,_undefined_,_undefined_,,,
PD,,,,,,CTCAE,,,,,
PD,,,,,,ICD-9,,,,,
PD,,,,,,ICD-10,,,,,
PD,,,,,,SNOMED-CT,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
DD,Testing,,,,,,,,,,
TD,Biometrics,,,,,,,,,,
TG,One row per subject per biometric measurement,,,,,,,,,,
VD,HONEST_BROKER_SUBJECT_ID,String,"1 - contributors must include, regardless of the resource cost","The identifier assigned to the subject by the honest broker--an individual, organization or system acting for, or on behalf of, a covered entity to collect and provide health information to research investigators in such a manner whereby it would not be reasonably possible for the investigators or others to identify the corresponding patients-subjects directly or indirectly. The honest broker cannot be one of the investigators. The information provided to the investigators by the honest broker may incorporate linkage codes to permit information collation and/or subsequent inquiries (i.e., a ""re-identification code""), however the information linking this re-identification code to the patient's identity must be retained by the honest broker and subsequent inquiries are conducted through the honest broker. (Source: NCI Thersaurus)",,_undefined_,_undefined_,_undefined_,,,
VD,AGE_AT,Decimal,"1 - contributors must include, regardless of the resource cost",The age of the subject at the biometric measurement.,,_undefined_,_undefined_,_undefined_,,,
VD,AGE_UNIT,Enum,"1 - contributors must include, regardless of the resource cost",The unit of the age of the subject at the biometric measurement,,_undefined_,_undefined_,_undefined_,,,
PD,,,,,,Years,,,,,
PD,,,,,,Months,,,,,
PD,,,,,,Weeks,,,,,
PD,,,,,,Days,,,,,
VD,AGE_PRECISION,Enum,"1 - contributors must include, regardless of the resource cost",The precision of the age of the subject at the biometric measurement,,_undefined_,_undefined_,_undefined_,,,
PD,,,,,,Approximate,,,,,
PD,,,,,,Exact,,,,,
VD,MEASUREMENT_TYPE,Enum,2 - contributors should priotritize inclusion if resources are available,The type of general biometric measurement.,,_undefined_,_undefined_,_undefined_,,,
PD,,,,,,Height / Length,,,,,
PD,,,,,,Weight,,,,,
PD,,,,,,BMI,,,,,
PD,,,,,,Raw BMI,,,,,
VD,MEASUREMENT_NUMERIC,Decimal,2 - contributors should priotritize inclusion if resources are available,The numeric value of the general biometric measurement.,,_undefined_,_undefined_,_undefined_,,,
VD,MEASUREMENT_UNIT,Enum,2 - contributors should priotritize inclusion if resources are available,The units for the numeric VALUE recorded for the subject's general biometric measurement.,,_undefined_,_undefined_,_undefined_,,,
PD,,,,,,kg,,,,,
PD,,,,,,cm,,,,,
PD,,,,,,kg/m2,,,,,
PD,,,,,,percentile,,,Use percentile as a unit when reporting pediatric BMI,,
VD,Z_SCORE,Decimal,2 - contributors should priotritize inclusion if resources are available,Z-score associated with BMI value as applicable,,_undefined_,_undefined_,_undefined_,,,
,,,,,,,,,,,
,,,,,,,,,,,
DD,Testing,,,,,,,,,,
TD,Biospecimen,,,,,,,,Only applicable if subject has a sample in storage at the data contributor site,,
TG,One row per subject per sample type,,,,,,,,,,
VD,HONEST_BROKER_SUBJECT_ID,String,"1 - contributors must include, regardless of the resource cost","The identifier assigned to the subject by the honest broker--an individual, organization or system acting for, or on behalf of, a covered entity to collect and provide health information to research investigators in such a manner whereby it would not be reasonably possible for the investigators or others to identify the corresponding patients-subjects directly or indirectly. The honest broker cannot be one of the investigators. The information provided to the investigators by the honest broker may incorporate linkage codes to permit information collation and/or subsequent inquiries (i.e., a ""re-identification code""), however the information linking this re-identification code to the patient's identity must be retained by the honest broker and subsequent inquiries are conducted through the honest broker. (Source: NCI Thersaurus)",,_undefined_,_undefined_,_undefined_,,,
VD,SAMPLE_TYPE,Enum,"1 - contributors must include, regardless of the resource cost",The type of sample available available for the subject,,_undefined_,_undefined_,_undefined_,,,
PD,,,,,,Saliva,,,,,
PD,,,,,,Blood,,,,,
PD,,,,,,DNA,,,,,
PD,,,,,,Plasma,,,,,
PD,,,,,,Serum,,,,,
PD,,,,,,Urine,,,,,
PD,,,,,,PBMC,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
DD,Testing,,,,,,,,,,
TD,Genetic Analysis,,,,,,,,,,
TG,One row per subject per method per gene,,,,,,,,,,
VD,HONEST_BROKER_SUBJECT_ID,String,"1 - contributors must include, regardless of the resource cost","The identifier assigned to the subject by the honest broker--an individual, organization or system acting for, or on behalf of, a covered entity to collect and provide health information to research investigators in such a manner whereby it would not be reasonably possible for the investigators or others to identify the corresponding patients-subjects directly or indirectly. The honest broker cannot be one of the investigators. The information provided to the investigators by the honest broker may incorporate linkage codes to permit information collation and/or subsequent inquiries (i.e., a ""re-identification code""), however the information linking this re-identification code to the patient's identity must be retained by the honest broker and subsequent inquiries are conducted through the honest broker. (Source: NCI Thersaurus)",,_undefined_,_undefined_,_undefined_,,,
VD,AGE_AT,Decimal,"1 - contributors must include, regardless of the resource cost",The age of the subject when the genetic test was completed,,_undefined_,_undefined_,_undefined_,,,
VD,AGE_UNIT,Enum,"1 - contributors must include, regardless of the resource cost",The unit of the age of the subject when the genetic test was completed,,_undefined_,_undefined_,_undefined_,,,
PD,,,,,,Years,,,,,
PD,,,,,,Months,,,,,
PD,,,,,,Weeks,,,,,
PD,,,,,,Days,,,,,
VD,AGE_PRECISION,Enum,"1 - contributors must include, regardless of the resource cost",The precision of the age of the subject when the genetic test was completed,,_undefined_,_undefined_,_undefined_,,,
PD,,,,,,Approximate,,,,,
PD,,,,,,Exact,,,,,
VD,CAUSITIVE_ALTERATION,Enum,"1 - contributors must include, regardless of the resource cost",Is this genetic alteration a cause for the subject's diabetes?,,_undefined_,_undefined_,_undefined_,,,
PD,,,,,,Yes,,,,,
PD,,,,,,No,,,,,
PD,,,,,,Unknown,,,,,
PD,,,,,,Not Reported,,,,,
VD,STATUS,Enum,"1 - contributors must include, regardless of the resource cost",Is the genetic alteration present or absent?,,_undefined_,_undefined_,_undefined_,"Can use this field and select ""Absent"" to indicate if a subject tested negative for a particular genetic variant",,
PD,,,,,,Present,,,,,
PD,,,,,,Absent,,,,,
PD,,,,,,Unknown,,,,,
PD,,,,,,Not Reported,,,,,
VD,SAMPLE_TYPE,Enum,"1 - contributors must include, regardless of the resource cost",The type of sample used for this genetic analysis.,,_undefined_,_undefined_,_undefined_,,,
PD,,,,,,Saliva,,,,,
PD,,,,,,Blood,,,,,
PD,,,,,,Buccal,,,,,
PD,,,,,,Urine,,,,,
PD,,,,,,Unknown,,,,,
PD,,,,,,Not Reported,,,,,
VD,LABORATORY_NAME,Enum,"1 - contributors must include, regardless of the resource cost",The name of the laboratory that processed the specimen.,,_undefined_,_undefined_,_undefined_,,,
PD,,,,,,Invitae,,,,,
PD,,,,,,GeneDx,,,,,
PD,,,,,,Athena,,,,,
PD,,,,,,Blueprint,,,,,
PD,,,,,,UCGSL,,,,,
PD,,,,,,Prevention Genetics,,,,New PD,
PD,,,,,,Seattle Children's Hospital,,,,New PD,
PD,,,,,,Research Lab,,,,,
PD,,,,,,LMG,,,,,
PD,,,,,,Baylor Genetics,,,,,
PD,,,,,,Unknown,,,,,
PD,,,,,,Not Reported,,,,,
VD,CYTOGENETIC_LOCATION,String,"3 - contributors shouldn't prioritize inclusion, but can include if resources are available",The chromosome on which the observed mutation is located.,,_undefined_,_undefined_,_undefined_,,,
VD,METHOD,Enum,"1 - contributors must include, regardless of the resource cost",The testing method/technique used to generate the observed results.,,_undefined_,_undefined_,_undefined_,"Note: For cases where confirmatory testing was performed, this field should be used to indicate the method of the initial test, not the confirmatory testing method.",,
PD,,,,,,Karyotyping,The assessment of the chromosomal morphology and number in somatic cells of an individual.,ncit:C25215,,,
PD,,,,,,Fluorescence In Situ Hybridization,A physical mapping approach that uses fluorescent tags to detect hybridization of probes within metaphase chromosomes or less condensed somatic interphase chromatin. This technique can be used for identification of chromosomal abnormalities and for gene mapping.,ncit:C17563,,,
PD,,,,,,RT-PCR,A laboratory procedure in which an RNA strand is first transcribed into a DNA complement and then subjected to PCR amplification. Transcribing an RNA strand into a DNA complement is termed reverse transcription and is done by the enzyme reverse transcriptase.,ncit:C18136,,,
PD,,,,,,PCR,A laboratory procedure in which an RNA strand is first transcribed into a DNA complement and then subjected to PCR amplification. Transcribing an RNA strand into a DNA complement is termed reverse transcription and is done by the enzyme reverse transcriptase.,ncit:C18136,,,
PD,,,,,,MLPA,"A type of high-throughput, multiplex PCR method used to determine abnormal DNA copy number changes of up to 50 genomic DNA or RNA sequences with a single pair of PCR primers. It is frequently used in the detection of genetic aberrations in tumors, and can distinguish sequences differing in only a single nucleotide.",ncit:C116161,,,
PD,,,,,,"Sequencing, Sanger, Capillary Electropheresis",,,,,
PD,,,,,,"Sequencing, Sanger, Gel Electropheresis",,,,,
PD,,,,,,"Sequencing, Sanger, NOS",,,,,
PD,,,,,,"Sequencing, NGS, Whole Genome",A procedure that can determine the DNA sequence for all of the exons in an individual.,ncit:C101295,,,
PD,,,,,,"Sequencing, NGS, lcWGS",Low-coverage whole genome sequencing,,,,
PD,,,,,,"Sequencing, NGS, Whole Exome",A procedure that can determine the DNA sequence for nearly the entire genome of an individual.,ncit:C101294,,,
PD,,,,,,"Sequencing, NGS, Multi-Gene Panel",,,,,
PD,,,,,,"Sequencing, NGS, Single Site",,,,,
PD,,,,,,"Sequencing, NGS, Single Gene DNA",A genomic test that sequences all the exons of a particular gene. (Source: PCDC),,,,
PD,,,,,,"Sequencing, NGS, Targeted DNA",A DNA sequencing technique in which selected regions of an individual's genome are sequenced. (Source: NCIt),ncit:C158253,,,
PD,,,,,,"Sequencing, NGS, Targeted RNA",A type of whole transcriptome shotgun sequencing technique in which select portions of the transcriptome are selected for sequencing. (Source: NCIt),ncit:C158252,,,
PD,,,,,,"Sequencing, NGS, Total RNA",A procedure that can determine the nucleotide sequence for all of the RNA transcripts in an individual. (Source: NCIt),ncit:C124261,,,
PD,,,,,,"Sequencing, NGS, TDS",,,,,
PD,,,,,,"Sequencing, NGS, NOS","The determination of the sequence of component residues in a macromolecule, e.g. amino acids in a protein or nucleotide bases in DNA/RNA or the computational analysis performed to determine the similarities between nonidentical proteins or molecules of DNA or RNA.",ncit:C101293|ncit:C17565,,,
PD,,,,,,"Sequencing, Methylation Array",The use of a high-throughput microarray where all of the known CpG islands either in a single specimen or all of the known promoter sequences of a specimen or a population group are coupled to beads or microwells to determine which are methylated.,ncit:C165222,,,
PD,,,,,,"Sequencing, Nanostring",Nanostring is an amplification-free technology that measures nucleic acid content by counting molecules directly. (Source: https://www.genetics.pitt.edu),,,,
PD,,,,,,SNP Array,A genomic microarray-based method able to detect single nucleotide polymorphisms.,ncit:C116151,,,
PD,,,,,,Array CGH,Array Comparative Genomic Hybridization (aCGH) is a microarray-based technique to detect alterations in Genomic DNA sequence. (Source: Oxford Gene Technology),,,,
PD,,,,,,"Genotyping, NOS",The determination of the DNA sequence of an individual.,ncit:C45447,,,
PD,,,,,,"Cytogenetics, NOS","The branch of biology that studies the cellular aspects of heredity, especially the chromosomes. Includes the study of disease states caused by numerical and structural chromosome abnormalities.",ncit:C16487,,,
PD,,,,,,Other,Different than the one(s) previously specified or mentioned.,ncit:C17649,,,
PD,,,,,,Unknown,Reported as unknown by the data contributor.,ncit:C17998,,,
PD,,,,,,Not Reported,Not provided or available.,ncit:C43234,,,
VD,GENE,Enum,"3 - contributors shouldn't prioritize inclusion, but can include if resources are available","A gene targeted for mutation analysis, identified in HUGO Gene Nomenclature Committee (HGNC) notation.",,_undefined_,_undefined_,_undefined_,"Use this field for ""mtDNA"" alterations",,
PD,,,,,,6q24-related abnormalities,,,,,
PD,,,,,,ABCC8,,,,,
PD,,,,,,CEL,,,,,
PD,,,,,,CFTR,,,,,
PD,,,,,,DCAF17,,,,,
PD,,,,,,EIF2AK3,,,,,
PD,,,,,,FOXP3,,,,,
PD,,,,,,GATA4,,,,,
PD,,,,,,GATA6,,,,,
PD,,,,,,GCK,,,,,
PD,,,,,,GLIS3,,,,,
PD,,,,,,HNF1A,,,,,
PD,,,,,,HNF1B,,,,,
PD,,,,,,HNF4A,,,,,
PD,,,,,,IAPP (Amylin),,,,,
PD,,,,,,IER3IP1,,,,,
PD,,,,,,IGF2/Russell Silver Syndrome,,,,,
PD,,,,,,IL2RA,,,,,
PD,,,,,,INS,,,,,
PD,,,,,,INSR,,,,,
PD,,,,,,KCNJ11,,,,,
PD,,,,,,LRBA,,,,,
PD,,,,,,mtDNA,,,,,
PD,,,,,,NEUROD1,,,,,
PD,,,,,,PAX4,,,,,
PD,,,,,,PCBD1,,,,,
PD,,,,,,PDX1 (IPF1),,,,,
PD,,,,,,PTF1A,,,,,
